,Actor 1,Actor 2
710,Tom Hanks,Valerie Mahaffey
711,Aaron Eckhart,Tom Hanks
712,Aaron Eckhart,Laura Linney
713,Aaron Eckhart,Valerie Mahaffey
714,Laura Linney,Tom Hanks
715,Laura Linney,Aaron Eckhart
716,Laura Linney,Valerie Mahaffey
717,Valerie Mahaffey,Tom Hanks
718,Valerie Mahaffey,Aaron Eckhart
719,Valerie Mahaffey,Laura Linney
720,Ben Affleck,Henry Cavill
721,Ben Affleck,Amy Adams
722,Ben Affleck,Jesse Eisenberg
723,Henry Cavill,Ben Affleck
724,Henry Cavill,Amy Adams
725,Henry Cavill,Jesse Eisenberg
726,Amy Adams,Ben Affleck
727,Amy Adams,Henry Cavill
728,Amy Adams,Jesse Eisenberg
729,Jesse Eisenberg,Ben Affleck
730,Jesse Eisenberg,Henry Cavill
731,Jesse Eisenberg,Amy Adams
732,Brian Cox,Emile Hirsch
733,Brian Cox,Ophelia Lovibond
734,Brian Cox,Michael McElhatton
735,Emile Hirsch,Brian Cox
736,Emile Hirsch,Ophelia Lovibond
737,Emile Hirsch,Michael McElhatton
738,Ophelia Lovibond,Brian Cox
739,Ophelia Lovibond,Emile Hirsch
740,Ophelia Lovibond,Michael McElhatton
741,Michael McElhatton,Brian Cox
742,Michael McElhatton,Emile Hirsch
743,Michael McElhatton,Ophelia Lovibond
744,Emily Blunt,Haley Bennett
745,Emily Blunt,Rebecca Ferguson
746,Emily Blunt,Justin Theroux
747,Haley Bennett,Emily Blunt
748,Haley Bennett,Rebecca Ferguson
749,Haley Bennett,Justin Theroux
750,Rebecca Ferguson,Emily Blunt
751,Rebecca Ferguson,Haley Bennett
752,Rebecca Ferguson,Justin Theroux
753,Justin Theroux,Emily Blunt
754,Justin Theroux,Haley Bennett
755,Justin Theroux,Rebecca Ferguson
756,Dakota Johnson,Jamie Dornan
757,Dakota Johnson,Jennifer Ehle
758,Dakota Johnson,Eloise Mumford
759,Jamie Dornan,Dakota Johnson
760,Jamie Dornan,Jennifer Ehle
761,Jamie Dornan,Eloise Mumford
762,Jennifer Ehle,Dakota Johnson
763,Jennifer Ehle,Jamie Dornan
764,Jennifer Ehle,Eloise Mumford
765,Eloise Mumford,Dakota Johnson
766,Eloise Mumford,Jamie Dornan
767,Eloise Mumford,Jennifer Ehle
768,Christian Bale,Hugh Jackman
769,Christian Bale,Scarlett Johansson
770,Hugh Jackman,Christian Bale
771,Hugh Jackman,Scarlett Johansson
772,Hugh Jackman,Michael Caine
773,Scarlett Johansson,Christian Bale
774,Scarlett Johansson,Hugh Jackman
775,Scarlett Johansson,Michael Caine
776,Michael Caine,Hugh Jackman
777,Michael Caine,Scarlett Johansson
778,Colin Firth,Taron Egerton
779,Colin Firth,Samuel L. Jackson
780,Colin Firth,Michael Caine
781,Taron Egerton,Colin Firth
782,Taron Egerton,Samuel L. Jackson
783,Taron Egerton,Michael Caine
784,Samuel L. Jackson,Colin Firth
785,Samuel L. Jackson,Taron Egerton
786,Samuel L. Jackson,Michael Caine
787,Michael Caine,Colin Firth
788,Michael Caine,Taron Egerton
789,Michael Caine,Samuel L. Jackson
790,Mark Wahlberg,Michelle Monaghan
791,Mark Wahlberg,J.K. Simmons
792,Mark Wahlberg,John Goodman
793,Michelle Monaghan,Mark Wahlberg
794,Michelle Monaghan,J.K. Simmons
795,Michelle Monaghan,John Goodman
796,J.K. Simmons,Mark Wahlberg
797,J.K. Simmons,Michelle Monaghan
798,J.K. Simmons,John Goodman
799,John Goodman,Mark Wahlberg
800,John Goodman,Michelle Monaghan
801,John Goodman,J.K. Simmons
802,Tom Hardy,Charlize Theron
803,Tom Hardy,Nicholas Hoult
804,Tom Hardy,Zoë Kravitz
805,Charlize Theron,Tom Hardy
806,Charlize Theron,Nicholas Hoult
807,Charlize Theron,Zoë Kravitz
808,Nicholas Hoult,Tom Hardy
809,Nicholas Hoult,Charlize Theron
810,Nicholas Hoult,Zoë Kravitz
811,Zoë Kravitz,Tom Hardy
812,Zoë Kravitz,Charlize Theron
813,Zoë Kravitz,Nicholas Hoult
814,Bryan Cranston,Jennifer Garner
815,Bryan Cranston,Beverly D'Angelo
816,Bryan Cranston,Jason O'Mara
817,Jennifer Garner,Bryan Cranston
818,Jennifer Garner,Beverly D'Angelo
819,Jennifer Garner,Jason O'Mara
820,Beverly D'Angelo,Bryan Cranston
821,Beverly D'Angelo,Jennifer Garner
822,Beverly D'Angelo,Jason O'Mara
823,Jason O'Mara,Bryan Cranston
824,Jason O'Mara,Jennifer Garner
825,Jason O'Mara,Beverly D'Angelo
826,Mark Wahlberg,Kurt Russell
827,Mark Wahlberg,Douglas M. Griffin
828,Mark Wahlberg,James DuMont
829,Kurt Russell,Mark Wahlberg
830,Kurt Russell,Douglas M. Griffin
831,Kurt Russell,James DuMont
832,Douglas M. Griffin,Mark Wahlberg
833,Douglas M. Griffin,Kurt Russell
834,Douglas M. Griffin,James DuMont
835,James DuMont,Mark Wahlberg
836,James DuMont,Kurt Russell
837,James DuMont,Douglas M. Griffin
838,Oscar Isaac,Charlotte Le Bon
839,Oscar Isaac,Christian Bale
840,Oscar Isaac,Daniel Giménez Cacho
841,Charlotte Le Bon,Oscar Isaac
842,Charlotte Le Bon,Christian Bale
843,Charlotte Le Bon,Daniel Giménez Cacho
844,Christian Bale,Oscar Isaac
845,Christian Bale,Charlotte Le Bon
846,Christian Bale,Daniel Giménez Cacho
847,Daniel Giménez Cacho,Oscar Isaac
848,Daniel Giménez Cacho,Charlotte Le Bon
849,Daniel Giménez Cacho,Christian Bale
850,Brad Pitt,Marion Cotillard
851,Brad Pitt,Jared Harris
852,Brad Pitt,Vincent Ebrahim
853,Marion Cotillard,Brad Pitt
854,Marion Cotillard,Jared Harris
855,Marion Cotillard,Vincent Ebrahim
856,Jared Harris,Brad Pitt
857,Jared Harris,Marion Cotillard
858,Jared Harris,Vincent Ebrahim
859,Vincent Ebrahim,Brad Pitt
860,Vincent Ebrahim,Marion Cotillard
861,Vincent Ebrahim,Jared Harris
862,Lewis MacDougall,Sigourney Weaver
863,Lewis MacDougall,Felicity Jones
864,Lewis MacDougall,Toby Kebbell
865,Sigourney Weaver,Lewis MacDougall
866,Sigourney Weaver,Felicity Jones
867,Sigourney Weaver,Toby Kebbell
868,Felicity Jones,Lewis MacDougall
869,Felicity Jones,Sigourney Weaver
870,Felicity Jones,Toby Kebbell
871,Toby Kebbell,Lewis MacDougall
872,Toby Kebbell,Sigourney Weaver
873,Toby Kebbell,Felicity Jones
874,Will Smith,Edward Norton
875,Will Smith,Kate Winslet
876,Will Smith,Michael Peña
877,Edward Norton,Will Smith
878,Edward Norton,Kate Winslet
879,Edward Norton,Michael Peña
880,Kate Winslet,Will Smith
881,Kate Winslet,Edward Norton
882,Kate Winslet,Michael Peña
883,Michael Peña,Will Smith
884,Michael Peña,Edward Norton
885,Michael Peña,Kate Winslet
886,Ginnifer Goodwin,Jason Bateman
887,Ginnifer Goodwin,Idris Elba
888,Ginnifer Goodwin,Jenny Slate
889,Jason Bateman,Ginnifer Goodwin
890,Jason Bateman,Idris Elba
891,Jason Bateman,Jenny Slate
892,Idris Elba,Ginnifer Goodwin
893,Idris Elba,Jason Bateman
894,Idris Elba,Jenny Slate
895,Jenny Slate,Ginnifer Goodwin
896,Jenny Slate,Jason Bateman
897,Jenny Slate,Idris Elba
898,Johnny Depp,Orlando Bloom
899,Johnny Depp,Keira Knightley
900,Orlando Bloom,Johnny Depp
901,Orlando Bloom,Keira Knightley
902,Orlando Bloom,Geoffrey Rush
903,Keira Knightley,Johnny Depp
904,Keira Knightley,Orlando Bloom
905,Keira Knightley,Geoffrey Rush
906,Geoffrey Rush,Orlando Bloom
907,Geoffrey Rush,Keira Knightley
908,Robert Downey Jr.,Jeremy Renner
909,Chris Evans,Jeremy Renner
910,Scarlett Johansson,Jeremy Renner
911,Jeremy Renner,Robert Downey Jr.
912,Jeremy Renner,Chris Evans
913,Jeremy Renner,Scarlett Johansson
914,Brad Pitt,Diane Kruger
915,Brad Pitt,Eli Roth
916,Brad Pitt,Mélanie Laurent
917,Diane Kruger,Brad Pitt
918,Diane Kruger,Eli Roth
919,Diane Kruger,Mélanie Laurent
920,Eli Roth,Brad Pitt
921,Eli Roth,Diane Kruger
922,Eli Roth,Mélanie Laurent
923,Mélanie Laurent,Brad Pitt
924,Mélanie Laurent,Diane Kruger
925,Mélanie Laurent,Eli Roth
926,Johnny Depp,Jack Davenport
927,Orlando Bloom,Jack Davenport
928,Keira Knightley,Jack Davenport
929,Jack Davenport,Johnny Depp
930,Jack Davenport,Orlando Bloom
931,Jack Davenport,Keira Knightley
932,Melissa McCarthy,Kristen Wiig
933,Melissa McCarthy,Kate McKinnon
934,Melissa McCarthy,Leslie Jones
935,Kristen Wiig,Melissa McCarthy
936,Kristen Wiig,Kate McKinnon
937,Kristen Wiig,Leslie Jones
938,Kate McKinnon,Melissa McCarthy
939,Kate McKinnon,Kristen Wiig
940,Kate McKinnon,Leslie Jones
941,Leslie Jones,Melissa McCarthy
942,Leslie Jones,Kristen Wiig
943,Leslie Jones,Kate McKinnon
944,Leonardo DiCaprio,Joseph Gordon-Levitt
945,Leonardo DiCaprio,Ellen Page
946,Leonardo DiCaprio,Ken Watanabe
947,Joseph Gordon-Levitt,Leonardo DiCaprio
948,Joseph Gordon-Levitt,Ellen Page
949,Joseph Gordon-Levitt,Ken Watanabe
950,Ellen Page,Leonardo DiCaprio
951,Ellen Page,Joseph Gordon-Levitt
952,Ellen Page,Ken Watanabe
953,Ken Watanabe,Leonardo DiCaprio
954,Ken Watanabe,Joseph Gordon-Levitt
955,Ken Watanabe,Ellen Page
956,Viggo Mortensen,George MacKay
957,Viggo Mortensen,Samantha Isler
958,Viggo Mortensen,Annalise Basso
959,George MacKay,Viggo Mortensen
960,George MacKay,Samantha Isler
961,George MacKay,Annalise Basso
962,Samantha Isler,Viggo Mortensen
963,Samantha Isler,George MacKay
964,Samantha Isler,Annalise Basso
965,Annalise Basso,Viggo Mortensen
966,Annalise Basso,George MacKay
967,Annalise Basso,Samantha Isler
968,Leonardo DiCaprio,Jonah Hill
969,Leonardo DiCaprio,Margot Robbie
970,Leonardo DiCaprio,Matthew McConaughey
971,Jonah Hill,Leonardo DiCaprio
972,Jonah Hill,Margot Robbie
973,Jonah Hill,Matthew McConaughey
974,Margot Robbie,Leonardo DiCaprio
975,Margot Robbie,Jonah Hill
976,Margot Robbie,Matthew McConaughey
977,Matthew McConaughey,Leonardo DiCaprio
978,Matthew McConaughey,Jonah Hill
979,Matthew McConaughey,Margot Robbie
980,Ben Affleck,Rosamund Pike
981,Ben Affleck,Neil Patrick Harris
982,Ben Affleck,Tyler Perry
983,Rosamund Pike,Ben Affleck
984,Rosamund Pike,Neil Patrick Harris
985,Rosamund Pike,Tyler Perry
986,Neil Patrick Harris,Ben Affleck
987,Neil Patrick Harris,Rosamund Pike
988,Neil Patrick Harris,Tyler Perry
989,Tyler Perry,Ben Affleck
990,Tyler Perry,Rosamund Pike
991,Tyler Perry,Neil Patrick Harris
992,Vin Diesel,Paul Walker
993,Vin Diesel,Dwayne Johnson
994,Vin Diesel,Jason Statham
995,Paul Walker,Vin Diesel
996,Paul Walker,Dwayne Johnson
997,Paul Walker,Jason Statham
998,Dwayne Johnson,Vin Diesel
999,Dwayne Johnson,Paul Walker
1000,Dwayne Johnson,Jason Statham
1001,Jason Statham,Vin Diesel
1002,Jason Statham,Paul Walker
1003,Jason Statham,Dwayne Johnson
1004,Chris Pratt,Bryce Dallas Howard
1005,Chris Pratt,Ty Simpkins
1006,Chris Pratt,Judy Greer
1007,Bryce Dallas Howard,Chris Pratt
1008,Bryce Dallas Howard,Ty Simpkins
1009,Bryce Dallas Howard,Judy Greer
1010,Ty Simpkins,Chris Pratt
1011,Ty Simpkins,Bryce Dallas Howard
1012,Ty Simpkins,Judy Greer
1013,Judy Greer,Chris Pratt
1014,Judy Greer,Bryce Dallas Howard
1015,Judy Greer,Ty Simpkins
1016,Ben Affleck,Elle Fanning
1017,Ben Affleck,Brendan Gleeson
1018,Ben Affleck,Chris Messina
1019,Elle Fanning,Ben Affleck
1020,Elle Fanning,Brendan Gleeson
1021,Elle Fanning,Chris Messina
1022,Brendan Gleeson,Ben Affleck
1023,Brendan Gleeson,Elle Fanning
1024,Brendan Gleeson,Chris Messina
1025,Chris Messina,Ben Affleck
1026,Chris Messina,Elle Fanning
1027,Chris Messina,Brendan Gleeson
1028,Sam Worthington,Zoe Saldana
1029,Sam Worthington,Sigourney Weaver
1030,Sam Worthington,Michelle Rodriguez
1031,Zoe Saldana,Sam Worthington
1032,Zoe Saldana,Sigourney Weaver
1033,Zoe Saldana,Michelle Rodriguez
1034,Sigourney Weaver,Sam Worthington
1035,Sigourney Weaver,Zoe Saldana
1036,Sigourney Weaver,Michelle Rodriguez
1037,Michelle Rodriguez,Sam Worthington
1038,Michelle Rodriguez,Zoe Saldana
1039,Michelle Rodriguez,Sigourney Weaver
1040,Samuel L. Jackson,Kurt Russell
1041,Samuel L. Jackson,Jennifer Jason Leigh
1042,Samuel L. Jackson,Walton Goggins
1043,Kurt Russell,Samuel L. Jackson
1044,Kurt Russell,Jennifer Jason Leigh
1045,Kurt Russell,Walton Goggins
1046,Jennifer Jason Leigh,Samuel L. Jackson
1047,Jennifer Jason Leigh,Kurt Russell
1048,Jennifer Jason Leigh,Walton Goggins
1049,Walton Goggins,Samuel L. Jackson
1050,Walton Goggins,Kurt Russell
1051,Walton Goggins,Jennifer Jason Leigh
1052,Ben Affleck,Anna Kendrick
1053,Ben Affleck,J.K. Simmons
1054,Ben Affleck,Jon Bernthal
1055,Anna Kendrick,Ben Affleck
1056,Anna Kendrick,J.K. Simmons
1057,Anna Kendrick,Jon Bernthal
1058,J.K. Simmons,Ben Affleck
1059,J.K. Simmons,Anna Kendrick
1060,J.K. Simmons,Jon Bernthal
1061,Jon Bernthal,Ben Affleck
1062,Jon Bernthal,Anna Kendrick
1063,Jon Bernthal,J.K. Simmons
1064,Hugh Jackman,Jake Gyllenhaal
1065,Hugh Jackman,Viola Davis
1066,Hugh Jackman,Melissa Leo
1067,Jake Gyllenhaal,Hugh Jackman
1068,Jake Gyllenhaal,Viola Davis
1069,Jake Gyllenhaal,Melissa Leo
1070,Viola Davis,Hugh Jackman
1071,Viola Davis,Jake Gyllenhaal
1072,Viola Davis,Melissa Leo
1073,Melissa Leo,Hugh Jackman
1074,Melissa Leo,Jake Gyllenhaal
1075,Melissa Leo,Viola Davis
1076,Travis Fimmel,Paula Patton
1077,Travis Fimmel,Ben Foster
1078,Travis Fimmel,Dominic Cooper
1079,Paula Patton,Travis Fimmel
1080,Paula Patton,Ben Foster
1081,Paula Patton,Dominic Cooper
1082,Ben Foster,Travis Fimmel
1083,Ben Foster,Paula Patton
1084,Ben Foster,Dominic Cooper
1085,Dominic Cooper,Travis Fimmel
1086,Dominic Cooper,Paula Patton
1087,Dominic Cooper,Ben Foster
1088,Emma Stone,Viola Davis
1089,Emma Stone,Octavia Spencer
1090,Emma Stone,Bryce Dallas Howard
1091,Viola Davis,Emma Stone
1092,Viola Davis,Octavia Spencer
1093,Viola Davis,Bryce Dallas Howard
1094,Octavia Spencer,Emma Stone
1095,Octavia Spencer,Viola Davis
1096,Octavia Spencer,Bryce Dallas Howard
1097,Bryce Dallas Howard,Emma Stone
1098,Bryce Dallas Howard,Viola Davis
1099,Bryce Dallas Howard,Octavia Spencer
1100,Jonah Hill,Miles Teller
1101,Jonah Hill,Steve Lantz
1102,Jonah Hill,Gregg Weiner
1103,Miles Teller,Jonah Hill
1104,Miles Teller,Steve Lantz
1105,Miles Teller,Gregg Weiner
1106,Steve Lantz,Jonah Hill
1107,Steve Lantz,Miles Teller
1108,Steve Lantz,Gregg Weiner
1109,Gregg Weiner,Jonah Hill
1110,Gregg Weiner,Miles Teller
1111,Gregg Weiner,Steve Lantz
1112,Robert Downey Jr.,Mark Ruffalo
1113,Robert Downey Jr.,Chris Hemsworth
1114,Chris Evans,Mark Ruffalo
1115,Chris Evans,Chris Hemsworth
1116,Mark Ruffalo,Robert Downey Jr.
1117,Mark Ruffalo,Chris Evans
1118,Mark Ruffalo,Chris Hemsworth
1119,Chris Hemsworth,Robert Downey Jr.
1120,Chris Hemsworth,Chris Evans
1121,Chris Hemsworth,Mark Ruffalo
1122,Russell Crowe,Ryan Gosling
1123,Russell Crowe,Angourie Rice
1124,Russell Crowe,Matt Bomer
1125,Ryan Gosling,Russell Crowe
1126,Ryan Gosling,Angourie Rice
1127,Ryan Gosling,Matt Bomer
1128,Angourie Rice,Russell Crowe
1129,Angourie Rice,Ryan Gosling
1130,Angourie Rice,Matt Bomer
1131,Matt Bomer,Russell Crowe
1132,Matt Bomer,Ryan Gosling
1133,Matt Bomer,Angourie Rice
1134,Ryûnosuke Kamiki,Mone Kamishiraishi
1135,Ryûnosuke Kamiki,Ryô Narita
1136,Ryûnosuke Kamiki,Aoi Yuki
1137,Mone Kamishiraishi,Ryûnosuke Kamiki
1138,Mone Kamishiraishi,Ryô Narita
1139,Mone Kamishiraishi,Aoi Yuki
1140,Ryô Narita,Ryûnosuke Kamiki
1141,Ryô Narita,Mone Kamishiraishi
1142,Ryô Narita,Aoi Yuki
1143,Aoi Yuki,Ryûnosuke Kamiki
1144,Aoi Yuki,Mone Kamishiraishi
1145,Aoi Yuki,Ryô Narita
1146,Aaron Poole,Kenneth Welsh
1147,Aaron Poole,Daniel Fathers
1148,Aaron Poole,Kathleen Munroe
1149,Kenneth Welsh,Aaron Poole
1150,Kenneth Welsh,Daniel Fathers
1151,Kenneth Welsh,Kathleen Munroe
1152,Daniel Fathers,Aaron Poole
1153,Daniel Fathers,Kenneth Welsh
1154,Daniel Fathers,Kathleen Munroe
1155,Kathleen Munroe,Aaron Poole
1156,Kathleen Munroe,Kenneth Welsh
1157,Kathleen Munroe,Daniel Fathers
1158,Kristen Stewart,Lars Eidinger
1159,Kristen Stewart,Sigrid Bouaziz
1160,Kristen Stewart,Anders Danielsen Lie
1161,Lars Eidinger,Kristen Stewart
1162,Lars Eidinger,Sigrid Bouaziz
1163,Lars Eidinger,Anders Danielsen Lie
1164,Sigrid Bouaziz,Kristen Stewart
1165,Sigrid Bouaziz,Lars Eidinger
1166,Sigrid Bouaziz,Anders Danielsen Lie
1167,Anders Danielsen Lie,Kristen Stewart
1168,Anders Danielsen Lie,Lars Eidinger
1169,Anders Danielsen Lie,Sigrid Bouaziz
1170,Leonardo DiCaprio,Matt Damon
1171,Leonardo DiCaprio,Jack Nicholson
1172,Leonardo DiCaprio,Mark Wahlberg
1173,Matt Damon,Leonardo DiCaprio
1174,Matt Damon,Jack Nicholson
1175,Matt Damon,Mark Wahlberg
1176,Jack Nicholson,Leonardo DiCaprio
1177,Jack Nicholson,Matt Damon
1178,Jack Nicholson,Mark Wahlberg
1179,Mark Wahlberg,Leonardo DiCaprio
1180,Mark Wahlberg,Matt Damon
1181,Mark Wahlberg,Jack Nicholson
1182,Tom Hardy,Emily Browning
1183,Tom Hardy,Taron Egerton
1184,Tom Hardy,Paul Anderson
1185,Emily Browning,Tom Hardy
1186,Emily Browning,Taron Egerton
1187,Emily Browning,Paul Anderson
1188,Taron Egerton,Tom Hardy
1189,Taron Egerton,Emily Browning
1190,Taron Egerton,Paul Anderson
1191,Paul Anderson,Tom Hardy
1192,Paul Anderson,Emily Browning
1193,Paul Anderson,Taron Egerton
1194,Chris Hemsworth,Anthony Hopkins
1195,Chris Hemsworth,Natalie Portman
1196,Chris Hemsworth,Tom Hiddleston
1197,Anthony Hopkins,Chris Hemsworth
1198,Anthony Hopkins,Natalie Portman
1199,Anthony Hopkins,Tom Hiddleston
1200,Natalie Portman,Chris Hemsworth
1201,Natalie Portman,Anthony Hopkins
1202,Natalie Portman,Tom Hiddleston
1203,Tom Hiddleston,Chris Hemsworth
1204,Tom Hiddleston,Anthony Hopkins
1205,Tom Hiddleston,Natalie Portman
1206,Matt Damon,Jessica Chastain
1207,Matt Damon,Kristen Wiig
1208,Matt Damon,Kate Mara
1209,Jessica Chastain,Matt Damon
1210,Jessica Chastain,Kristen Wiig
1211,Jessica Chastain,Kate Mara
1212,Kristen Wiig,Matt Damon
1213,Kristen Wiig,Jessica Chastain
1214,Kristen Wiig,Kate Mara
1215,Kate Mara,Matt Damon
1216,Kate Mara,Jessica Chastain
1217,Kate Mara,Kristen Wiig
1218,Mario Casas,Ana Wagener
1219,Mario Casas,José Coronado
1220,Mario Casas,Bárbara Lennie
1221,Ana Wagener,Mario Casas
1222,Ana Wagener,José Coronado
1223,Ana Wagener,Bárbara Lennie
1224,José Coronado,Mario Casas
1225,José Coronado,Ana Wagener
1226,José Coronado,Bárbara Lennie
1227,Bárbara Lennie,Mario Casas
1228,Bárbara Lennie,Ana Wagener
1229,Bárbara Lennie,José Coronado
1230,Henry Cavill,Armie Hammer
1231,Henry Cavill,Alicia Vikander
1232,Henry Cavill,Elizabeth Debicki
1233,Armie Hammer,Henry Cavill
1234,Armie Hammer,Alicia Vikander
1235,Armie Hammer,Elizabeth Debicki
1236,Alicia Vikander,Henry Cavill
1237,Alicia Vikander,Armie Hammer
1238,Alicia Vikander,Elizabeth Debicki
1239,Elizabeth Debicki,Henry Cavill
1240,Elizabeth Debicki,Armie Hammer
1241,Elizabeth Debicki,Alicia Vikander
1242,Chris Pine,Ben Foster
1243,Chris Pine,Jeff Bridges
1244,Chris Pine,Gil Birmingham
1245,Ben Foster,Chris Pine
1246,Ben Foster,Jeff Bridges
1247,Ben Foster,Gil Birmingham
1248,Jeff Bridges,Chris Pine
1249,Jeff Bridges,Ben Foster
1250,Jeff Bridges,Gil Birmingham
1251,Gil Birmingham,Chris Pine
1252,Gil Birmingham,Ben Foster
1253,Gil Birmingham,Jeff Bridges
1254,Robert De Niro,Leslie Mann
1255,Robert De Niro,Danny DeVito
1256,Robert De Niro,Edie Falco
1257,Leslie Mann,Robert De Niro
1258,Leslie Mann,Danny DeVito
1259,Leslie Mann,Edie Falco
1260,Danny DeVito,Robert De Niro
1261,Danny DeVito,Leslie Mann
1262,Danny DeVito,Edie Falco
1263,Edie Falco,Robert De Niro
1264,Edie Falco,Leslie Mann
1265,Edie Falco,Danny DeVito
1266,Alexander Skarsgård,Rory J. Saper
1267,Alexander Skarsgård,Christian Stevens
1268,Alexander Skarsgård,Christoph Waltz
1269,Rory J. Saper,Alexander Skarsgård
1270,Rory J. Saper,Christian Stevens
1271,Rory J. Saper,Christoph Waltz
1272,Christian Stevens,Alexander Skarsgård
1273,Christian Stevens,Rory J. Saper
1274,Christian Stevens,Christoph Waltz
1275,Christoph Waltz,Alexander Skarsgård
1276,Christoph Waltz,Rory J. Saper
1277,Christoph Waltz,Christian Stevens
1278,Eve Lindley,Richard Kind
1279,Eve Lindley,Mark Consuelos
1280,Eve Lindley,Katherine Reis
1281,Richard Kind,Eve Lindley
1282,Richard Kind,Mark Consuelos
1283,Richard Kind,Katherine Reis
1284,Mark Consuelos,Eve Lindley
1285,Mark Consuelos,Richard Kind
1286,Mark Consuelos,Katherine Reis
1287,Katherine Reis,Eve Lindley
1288,Katherine Reis,Richard Kind
1289,Katherine Reis,Mark Consuelos
1290,Alicia Vikander,Domhnall Gleeson
1291,Alicia Vikander,Oscar Isaac
1292,Alicia Vikander,Sonoya Mizuno
1293,Domhnall Gleeson,Alicia Vikander
1294,Domhnall Gleeson,Sonoya Mizuno
1295,Oscar Isaac,Alicia Vikander
1296,Oscar Isaac,Sonoya Mizuno
1297,Sonoya Mizuno,Alicia Vikander
1298,Sonoya Mizuno,Domhnall Gleeson
1299,Sonoya Mizuno,Oscar Isaac
1300,John Gallagher Jr.,Tony Goldwyn
1301,John Gallagher Jr.,Adria Arjona
1302,John Gallagher Jr.,John C. McGinley
1303,Tony Goldwyn,John Gallagher Jr.
1304,Tony Goldwyn,Adria Arjona
1305,Tony Goldwyn,John C. McGinley
1306,Adria Arjona,John Gallagher Jr.
1307,Adria Arjona,Tony Goldwyn
1308,Adria Arjona,John C. McGinley
1309,John C. McGinley,John Gallagher Jr.
1310,John C. McGinley,Tony Goldwyn
1311,John C. McGinley,Adria Arjona
1312,Chiwetel Ejiofor,Michael Kenneth Williams
1313,Chiwetel Ejiofor,Michael Fassbender
1314,Chiwetel Ejiofor,Brad Pitt
1315,Michael Kenneth Williams,Chiwetel Ejiofor
1316,Michael Kenneth Williams,Michael Fassbender
1317,Michael Kenneth Williams,Brad Pitt
1318,Michael Fassbender,Chiwetel Ejiofor
1319,Michael Fassbender,Michael Kenneth Williams
1320,Michael Fassbender,Brad Pitt
